Area Name,lat,lon,Traffic Volume,Congestion Level,hotspot_cluster
Indiranagar,12.9719,77.6412,47439,100.0,0
Indiranagar,12.9719,77.6412,22317,71.32723741294568,0
Whitefield,12.9698,77.75,8718,21.21284843666928,1
Whitefield,12.9698,77.75,23954,75.0674733328066,1
Koramangala,12.9352,77.6245,42799,100.0,2
Electronic City,12.8452,77.66,17304,53.89740234434946,5
Jayanagar,12.925,77.5938,17251,57.77121476503428,2
Hebbal,13.0358,77.597,9181,30.33140843527556,3
Hebbal,13.0358,77.597,27999,89.43524858034829,3
Indiranagar,12.9719,77.6412,51835,100.0,0
Indiranagar,12.9719,77.6412,20001,66.34586466109027,0
Koramangala,12.9352,77.6245,45446,100.0,2
Koramangala,12.9352,77.6245,63572,100.0,2
Electronic City,12.8452,77.66,22687,69.97395680922068,5
Jayanagar,12.925,77.5938,18317,64.90841946009931,2
Hebbal,13.0358,77.597,42237,100.0,3
Yeshwanthpur,13.0285,77.54,21042,70.64317917555834,4
Indiranagar,12.9719,77.6412,27483,95.21545237931603,0
Indiranagar,12.9719,77.6412,23498,83.10875739084081,0
Koramangala,12.9352,77.6245,29380,89.24260775937374,2
Koramangala,12.9352,77.6245,45175,100.0,2
Jayanagar,12.925,77.5938,23356,83.69126236656949,2
Jayanagar,12.925,77.5938,35756,100.0,2
Hebbal,13.0358,77.597,36512,100.0,3
Indiranagar,12.9719,77.6412,22044,76.58814246429174,0
Indiranagar,12.9719,77.6412,36454,100.0,0
Whitefield,12.9698,77.75,27073,81.24586197974965,1
Koramangala,12.9352,77.6245,42418,100.0,2
Electronic City,12.8452,77.66,26845,83.00505250166856,5
Jayanagar,12.925,77.5938,8604,35.12984753012111,2
Indiranagar,12.9719,77.6412,36859,100.0,0
Indiranagar,12.9719,77.6412,31519,100.0,0
Whitefield,12.9698,77.75,34723,100.0,1
Koramangala,12.9352,77.6245,47296,100.0,2
Electronic City,12.8452,77.66,15540,48.75130245191836,5
Electronic City,12.8452,77.66,23022,84.74879119196598,5
Jayanagar,12.925,77.5938,24140,85.02013031282334,2
Jayanagar,12.925,77.5938,28548,88.66332328301573,2
Hebbal,13.0358,77.597,9292,29.36537375201592,3
Hebbal,13.0358,77.597,17958,51.19085630216355,3
Yeshwanthpur,13.0285,77.54,9395,36.94561423918012,4
Indiranagar,12.9719,77.6412,43089,100.0,0
Indiranagar,12.9719,77.6412,44466,100.0,0
Koramangala,12.9352,77.6245,29130,95.73487484649851,2
Jayanagar,12.925,77.5938,21102,78.8732711878894,2
Jayanagar,12.925,77.5938,30738,99.254815364748,2
Yeshwanthpur,13.0285,77.54,6552,22.603971566436517,4
Indiranagar,12.9719,77.6412,23420,73.36943474082751,0
Indiranagar,12.9719,77.6412,27215,93.37752513618112,0
Koramangala,12.9352,77.6245,65770,100.0,2
Hebbal,13.0358,77.597,43017,100.0,3
Indiranagar,12.9719,77.6412,53060,100.0,0
Indiranagar,12.9719,77.6412,45182,100.0,0
Koramangala,12.9352,77.6245,42613,100.0,2
Electronic City,12.8452,77.66,28383,100.0,5
Jayanagar,12.925,77.5938,20940,78.747356510217,2
Jayanagar,12.925,77.5938,34266,100.0,2
Hebbal,13.0358,77.597,20505,62.46179322494486,3
Yeshwanthpur,13.0285,77.54,22987,75.48637880243133,4
Yeshwanthpur,13.0285,77.54,14123,53.09944083264197,4
Indiranagar,12.9719,77.6412,35179,100.0,0
Indiranagar,12.9719,77.6412,49200,100.0,0
Whitefield,12.9698,77.75,25025,80.79055490157211,1
Koramangala,12.9352,77.6245,45680,100.0,2
Koramangala,12.9352,77.6245,43087,100.0,2
Electronic City,12.8452,77.66,13630,38.463034425574826,5
Electronic City,12.8452,77.66,13708,43.455707147740846,5
Hebbal,13.0358,77.597,42527,100.0,3
Yeshwanthpur,13.0285,77.54,19687,70.14784742721115,4
Indiranagar,12.9719,77.6412,36913,100.0,0
Indiranagar,12.9719,77.6412,37405,100.0,0
Whitefield,12.9698,77.75,33274,100.0,1
Koramangala,12.9352,77.6245,42892,100.0,2
Koramangala,12.9352,77.6245,30714,96.90223821268518,2
Electronic City,12.8452,77.66,17914,62.8793509014214,5
Jayanagar,12.925,77.5938,8570,31.70240688595525,2
Yeshwanthpur,13.0285,77.54,19908,59.50828401184356,4
Yeshwanthpur,13.0285,77.54,24075,73.70788289789334,4
Indiranagar,12.9719,77.6412,12847,43.046810307688034,0
Indiranagar,12.9719,77.6412,33920,100.0,0
Whitefield,12.9698,77.75,20684,74.59791647252014,1
Koramangala,12.9352,77.6245,32418,99.03739917414131,2
Koramangala,12.9352,77.6245,31760,100.0,2
Electronic City,12.8452,77.66,20674,66.77236605051118,5
Jayanagar,12.925,77.5938,22762,82.09270530273413,2
Hebbal,13.0358,77.597,18534,65.77587884249633,3
Indiranagar,12.9719,77.6412,45022,100.0,0
Indiranagar,12.9719,77.6412,44114,100.0,0
Whitefield,12.9698,77.75,36227,100.0,1
Electronic City,12.8452,77.66,12497,32.70280373686038,5
Jayanagar,12.925,77.5938,25719,80.88381049667912,2
Hebbal,13.0358,77.597,43242,100.0,3
Yeshwanthpur,13.0285,77.54,27017,98.77117763424263,4
Yeshwanthpur,13.0285,77.54,26718,91.75371228734404,4
Indiranagar,12.9719,77.6412,21497,77.9314378792434,0
Indiranagar,12.9719,77.6412,11348,29.301647643583493,0
Whitefield,12.9698,77.75,23465,76.35699136678987,1
Koramangala,12.9352,77.6245,45897,100.0,2
Electronic City,12.8452,77.66,15096,48.23673617513792,5
Jayanagar,12.925,77.5938,33718,100.0,2
Hebbal,13.0358,77.597,20862,78.75125403251351,3
Yeshwanthpur,13.0285,77.54,33081,100.0,4
Indiranagar,12.9719,77.6412,35829,100.0,0
Indiranagar,12.9719,77.6412,32295,100.0,0
Whitefield,12.9698,77.75,9085,36.916125853226205,1
Whitefield,12.9698,77.75,28358,84.90118971986394,1
Koramangala,12.9352,77.6245,15821,54.93251821248979,2
Koramangala,12.9352,77.6245,45776,100.0,2
Jayanagar,12.925,77.5938,29800,95.6998794104492,2
Jayanagar,12.925,77.5938,8341,32.84777176862086,2
Indiranagar,12.9719,77.6412,24363,78.16787881762488,0
Indiranagar,12.9719,77.6412,21313,62.01849530913732,0
Whitefield,12.9698,77.75,38935,100.0,1
Koramangala,12.9352,77.6245,47252,100.0,2
Koramangala,12.9352,77.6245,32116,100.0,2
Jayanagar,12.925,77.5938,9914,24.51774279649649,2
Jayanagar,12.925,77.5938,27586,89.41235174614937,2
Hebbal,13.0358,77.597,26456,96.88228249283507,3
Indiranagar,12.9719,77.6412,40783,100.0,0
Indiranagar,12.9719,77.6412,41105,100.0,0
Whitefield,12.9698,77.75,22567,77.92307513058215,1
Whitefield,12.9698,77.75,31354,95.29564490941274,1
Koramangala,12.9352,77.6245,30294,100.0,2
Electronic City,12.8452,77.66,5916,19.55024514452503,5
Jayanagar,12.925,77.5938,25355,82.40967920663996,2
Hebbal,13.0358,77.597,11136,39.44212413405759,3
Hebbal,13.0358,77.597,41555,100.0,3
Yeshwanthpur,13.0285,77.54,23733,82.6081618234389,4
Indiranagar,12.9719,77.6412,48190,100.0,0
Indiranagar,12.9719,77.6412,23997,85.01362322998318,0
Whitefield,12.9698,77.75,30553,93.97260940508689,1
Whitefield,12.9698,77.75,23145,71.47143465346745,1
Koramangala,12.9352,77.6245,42820,100.0,2
Koramangala,12.9352,77.6245,28551,96.77820046355946,2
Jayanagar,12.925,77.5938,32086,100.0,2
Hebbal,13.0358,77.597,21369,76.7100860431088,3
Indiranagar,12.9719,77.6412,34662,100.0,0
Indiranagar,12.9719,77.6412,20972,60.764584857288185,0
Whitefield,12.9698,77.75,6611,16.244700484076315,1
Whitefield,12.9698,77.75,21309,68.48153352916059,1
Koramangala,12.9352,77.6245,64796,100.0,2
Koramangala,12.9352,77.6245,45083,100.0,2
Electronic City,12.8452,77.66,16821,52.22882519091707,5
Jayanagar,12.925,77.5938,26161,85.364279952024,2
Jayanagar,12.925,77.5938,37438,100.0,2
Hebbal,13.0358,77.597,30300,93.8152843739844,3
Hebbal,13.0358,77.597,15901,58.723629510702,3
Yeshwanthpur,13.0285,77.54,17399,67.78170123625776,4
Indiranagar,12.9719,77.6412,50507,100.0,0
Indiranagar,12.9719,77.6412,31619,100.0,0
Koramangala,12.9352,77.6245,28662,88.44024334792572,2
Koramangala,12.9352,77.6245,50455,100.0,2
Jayanagar,12.925,77.5938,17113,56.132030664829024,2
Jayanagar,12.925,77.5938,27333,85.36858165674545,2
Yeshwanthpur,13.0285,77.54,8885,25.667108516944,4
Indiranagar,12.9719,77.6412,33610,100.0,0
Indiranagar,12.9719,77.6412,25893,87.7765157870138,0
Whitefield,12.9698,77.75,31933,100.0,1
Koramangala,12.9352,77.6245,44464,100.0,2
Koramangala,12.9352,77.6245,47983,100.0,2
Electronic City,12.8452,77.66,16045,61.83885838079164,5
Hebbal,13.0358,77.597,16188,53.92955688475729,3
Indiranagar,12.9719,77.6412,25484,84.63609315421382,0
Indiranagar,12.9719,77.6412,31893,100.0,0
Whitefield,12.9698,77.75,17574,49.21614734155885,1
Koramangala,12.9352,77.6245,65333,100.0,2
Electronic City,12.8452,77.66,22102,80.47609662113231,5
Jayanagar,12.925,77.5938,22671,78.81177354184956,2
Yeshwanthpur,13.0285,77.54,7215,30.72576662597284,4
Yeshwanthpur,13.0285,77.54,10564,34.689078117352565,4
Indiranagar,12.9719,77.6412,19998,69.07515683566787,0
Whitefield,12.9698,77.75,13333,44.09485700775348,1
Whitefield,12.9698,77.75,30858,95.04574875905934,1
Koramangala,12.9352,77.6245,45662,100.0,2
Jayanagar,12.925,77.5938,30467,100.0,2
Jayanagar,12.925,77.5938,8106,32.49577018156099,2
Hebbal,13.0358,77.597,29276,100.0,3
Indiranagar,12.9719,77.6412,36912,100.0,0
Indiranagar,12.9719,77.6412,38935,100.0,0
Whitefield,12.9698,77.75,20262,63.33274957503677,1
Koramangala,12.9352,77.6245,43171,100.0,2
Jayanagar,12.925,77.5938,33379,100.0,2
Hebbal,13.0358,77.597,21782,80.05803589170374,3
Hebbal,13.0358,77.597,31933,100.0,3
Indiranagar,12.9719,77.6412,23093,83.09634256323321,0
Indiranagar,12.9719,77.6412,35604,100.0,0
Whitefield,12.9698,77.75,15167,59.310932339726165,1
Koramangala,12.9352,77.6245,69874,100.0,2
Koramangala,12.9352,77.6245,31665,95.94751191723556,2
Jayanagar,12.925,77.5938,37180,100.0,2
Jayanagar,12.925,77.5938,15539,59.73862529079477,2
Hebbal,13.0358,77.597,28223,87.01664760993374,3
Hebbal,13.0358,77.597,31643,100.0,3
Yeshwanthpur,13.0285,77.54,22594,67.56470806186344,4
Indiranagar,12.9719,77.6412,37366,100.0,0
Indiranagar,12.9719,77.6412,38152,100.0,0
Whitefield,12.9698,77.75,6975,18.40475447630039,1
Koramangala,12.9352,77.6245,45153,100.0,2
Koramangala,12.9352,77.6245,60175,100.0,2
Jayanagar,12.925,77.5938,9254,33.79877687830096,2
Jayanagar,12.925,77.5938,26732,81.04986153581046,2
Indiranagar,12.9719,77.6412,24634,76.88585230758545,0
Koramangala,12.9352,77.6245,29850,96.48464581818274,2
Koramangala,12.9352,77.6245,59596,100.0,2
Jayanagar,12.925,77.5938,20684,73.44545547887579,2
Hebbal,13.0358,77.597,42237,100.0,3
Hebbal,13.0358,77.597,22386,77.24286578578872,3
Indiranagar,12.9719,77.6412,44583,100.0,0
Indiranagar,12.9719,77.6412,25795,83.17368717578414,0
Whitefield,12.9698,77.75,35054,100.0,1
Koramangala,12.9352,77.6245,45998,100.0,2
Koramangala,12.9352,77.6245,63748,100.0,2
Jayanagar,12.925,77.5938,32725,100.0,2
Hebbal,13.0358,77.597,31290,99.98555095381312,3
Yeshwanthpur,13.0285,77.54,17995,51.52340318345765,4
Indiranagar,12.9719,77.6412,24500,84.13032589467252,0
Indiranagar,12.9719,77.6412,12286,34.324635945602225,0
Whitefield,12.9698,77.75,16789,47.98978166091651,1
Koramangala,12.9352,77.6245,65636,100.0,2
Koramangala,12.9352,77.6245,42811,100.0,2
Electronic City,12.8452,77.66,17583,65.43113872061508,5
Electronic City,12.8452,77.66,20655,59.07501044695904,5
Jayanagar,12.925,77.5938,15264,46.92760037626808,2
Hebbal,13.0358,77.597,17402,52.52309375736244,3
Hebbal,13.0358,77.597,34346,100.0,3
Indiranagar,12.9719,77.6412,23806,76.1665671640924,0
Whitefield,12.9698,77.75,27083,87.27902825588917,1
Koramangala,12.9352,77.6245,25989,92.44023530182592,2
Koramangala,12.9352,77.6245,15794,46.39442266858893,2
Electronic City,12.8452,77.66,14210,51.15440765791805,5
Jayanagar,12.925,77.5938,37737,100.0,2
Hebbal,13.0358,77.597,30399,100.0,3
Yeshwanthpur,13.0285,77.54,27846,84.4800839495719,4
Indiranagar,12.9719,77.6412,39984,100.0,0
Whitefield,12.9698,77.75,15757,53.74740997751056,1
Koramangala,12.9352,77.6245,62526,100.0,2
Koramangala,12.9352,77.6245,14581,39.48430005658433,2
Jayanagar,12.925,77.5938,35471,100.0,2
Hebbal,13.0358,77.597,19606,65.98034842556065,3
Yeshwanthpur,13.0285,77.54,17673,60.16193772490645,4
Indiranagar,12.9719,77.6412,32561,100.0,0
Indiranagar,12.9719,77.6412,34348,100.0,0
Whitefield,12.9698,77.75,26646,92.97578313819804,1
Whitefield,12.9698,77.75,8876,38.45201044341312,1
Koramangala,12.9352,77.6245,40524,100.0,2
Koramangala,12.9352,77.6245,29615,100.0,2
Jayanagar,12.925,77.5938,27091,85.44316460848952,2
Jayanagar,12.925,77.5938,25434,88.95065053786327,2
Hebbal,13.0358,77.597,32071,100.0,3
Hebbal,13.0358,77.597,21510,78.52310473095186,3
Yeshwanthpur,13.0285,77.54,15182,59.08846926527207,4
Indiranagar,12.9719,77.6412,12518,37.51501713507467,0
Indiranagar,12.9719,77.6412,36945,100.0,0
Whitefield,12.9698,77.75,20748,72.5796446477047,1
Koramangala,12.9352,77.6245,30014,100.0,2
Jayanagar,12.925,77.5938,20527,77.35347978274237,2
Jayanagar,12.925,77.5938,28485,96.4550648018622,2
Hebbal,13.0358,77.597,19872,67.03189307470058,3
Hebbal,13.0358,77.597,37623,100.0,3
Indiranagar,12.9719,77.6412,39092,100.0,0
Indiranagar,12.9719,77.6412,45766,100.0,0
Whitefield,12.9698,77.75,24290,83.04557926925968,1
Koramangala,12.9352,77.6245,49842,100.0,2
Koramangala,12.9352,77.6245,28573,100.0,2
Electronic City,12.8452,77.66,18037,57.48820423623565,5
Jayanagar,12.925,77.5938,28881,91.16212396284796,2
Hebbal,13.0358,77.597,17435,58.575070046151446,3
Indiranagar,12.9719,77.6412,44582,100.0,0
Whitefield,12.9698,77.75,20351,71.99193394260354,1
Koramangala,12.9352,77.6245,61767,100.0,2
Jayanagar,12.925,77.5938,28664,87.88973666819213,2
Jayanagar,12.925,77.5938,19382,61.4613520640142,2
Indiranagar,12.9719,77.6412,24195,87.98437456312898,0
Indiranagar,12.9719,77.6412,25695,93.88117362014194,0
Whitefield,12.9698,77.75,16009,53.8898560720463,1
Koramangala,12.9352,77.6245,29798,100.0,2
Koramangala,12.9352,77.6245,48418,100.0,2
Electronic City,12.8452,77.66,21311,64.93970603816506,5
Jayanagar,12.925,77.5938,9417,22.90102533221924,2
Hebbal,13.0358,77.597,31291,95.20266349235942,3
Hebbal,13.0358,77.597,23761,81.8761080416381,3
Yeshwanthpur,13.0285,77.54,11807,37.08230639885898,4
Indiranagar,12.9719,77.6412,36751,100.0,0
Indiranagar,12.9719,77.6412,40282,100.0,0
Whitefield,12.9698,77.75,24868,88.19458128756331,1
Koramangala,12.9352,77.6245,47430,100.0,2
Koramangala,12.9352,77.6245,29668,98.54305895927706,2
Electronic City,12.8452,77.66,23148,77.31514431718034,5
Jayanagar,12.925,77.5938,14590,45.40886023352394,2
Jayanagar,12.925,77.5938,23881,76.5207191704486,2
Yeshwanthpur,13.0285,77.54,13084,47.093321872454965,4
Indiranagar,12.9719,77.6412,36030,100.0,0
Indiranagar,12.9719,77.6412,44850,100.0,0
Whitefield,12.9698,77.75,14445,50.4585515266472,1
Whitefield,12.9698,77.75,18623,53.429193219420114,1
Koramangala,12.9352,77.6245,45604,100.0,2
Koramangala,12.9352,77.6245,29210,92.97586654451594,2
Hebbal,13.0358,77.597,23139,76.1285572248242,3
Yeshwanthpur,13.0285,77.54,25766,83.34085690212457,4
Indiranagar,12.9719,77.6412,23948,70.55490123631903,0
Indiranagar,12.9719,77.6412,25989,86.00445697882465,0
Whitefield,12.9698,77.75,8285,33.92549159642606,1
Koramangala,12.9352,77.6245,31026,100.0,2
Koramangala,12.9352,77.6245,29855,92.43697096312695,2
Jayanagar,12.925,77.5938,31304,100.0,2
Jayanagar,12.925,77.5938,18783,69.71427252472003,2
Hebbal,13.0358,77.597,33109,100.0,3
Indiranagar,12.9719,77.6412,20542,65.63979857597319,0
Koramangala,12.9352,77.6245,28592,98.20702029178342,2
Jayanagar,12.925,77.5938,16869,54.51476848391189,2
Jayanagar,12.925,77.5938,35462,100.0,2
Hebbal,13.0358,77.597,16560,47.4866169765887,3
Yeshwanthpur,13.0285,77.54,29215,100.0,4
Indiranagar,12.9719,77.6412,21955,79.46594062254948,0
Indiranagar,12.9719,77.6412,38540,100.0,0
Whitefield,12.9698,77.75,24363,90.98524275473254,1
Whitefield,12.9698,77.75,18772,64.66415786556742,1
Koramangala,12.9352,77.6245,54547,100.0,2
Koramangala,12.9352,77.6245,44736,100.0,2
Electronic City,12.8452,77.66,20102,58.8340528836554,5
Jayanagar,12.925,77.5938,32287,100.0,2
Jayanagar,12.925,77.5938,26074,84.7752055712418,2
Hebbal,13.0358,77.597,9137,39.98908869369384,3
Yeshwanthpur,13.0285,77.54,25875,78.71602244093059,4
Indiranagar,12.9719,77.6412,41154,100.0,0
Indiranagar,12.9719,77.6412,39121,100.0,0
Whitefield,12.9698,77.75,17335,55.61870065130529,1
Koramangala,12.9352,77.6245,31339,100.0,2
Koramangala,12.9352,77.6245,66519,100.0,2
Electronic City,12.8452,77.66,7337,21.444055673847185,5
Jayanagar,12.925,77.5938,33529,100.0,2
Hebbal,13.0358,77.597,8571,23.764221602049147,3
Yeshwanthpur,13.0285,77.54,25447,88.78853059945746,4
Indiranagar,12.9719,77.6412,39117,100.0,0
Indiranagar,12.9719,77.6412,32877,100.0,0
Whitefield,12.9698,77.75,17858,53.95520802387012,1
Koramangala,12.9352,77.6245,46500,100.0,2
Koramangala,12.9352,77.6245,30946,100.0,2
Electronic City,12.8452,77.66,22437,81.14682577648934,5
Jayanagar,12.925,77.5938,18401,61.6949255208243,2
Indiranagar,12.9719,77.6412,54002,100.0,0
Indiranagar,12.9719,77.6412,26735,91.22336807593172,0
Whitefield,12.9698,77.75,8423,28.22965523470745,1
Koramangala,12.9352,77.6245,14153,47.05430077425167,2
Koramangala,12.9352,77.6245,29150,100.0,2
Electronic City,12.8452,77.66,5889,14.002649616657074,5
Jayanagar,12.925,77.5938,17806,67.66836811305615,2
Hebbal,13.0358,77.597,10522,26.56137448790315,3
Hebbal,13.0358,77.597,22012,80.08052627454106,3
Indiranagar,12.9719,77.6412,12758,43.10904028772626,0
Indiranagar,12.9719,77.6412,11596,43.848480896694646,0
Koramangala,12.9352,77.6245,30568,100.0,2
Jayanagar,12.925,77.5938,5893,25.082519526548573,2
Hebbal,13.0358,77.597,18595,68.31543521456541,3
Hebbal,13.0358,77.597,31566,100.0,3
Yeshwanthpur,13.0285,77.54,15596,45.3998340934894,4
Indiranagar,12.9719,77.6412,33369,100.0,0
Indiranagar,12.9719,77.6412,22825,79.51743766701337,0
Whitefield,12.9698,77.75,39144,100.0,1
Koramangala,12.9352,77.6245,30240,98.0340981108798,2
Koramangala,12.9352,77.6245,30957,100.0,2
Jayanagar,12.925,77.5938,30276,100.0,2
Hebbal,13.0358,77.597,20366,70.98825627251156,3
Hebbal,13.0358,77.597,30673,100.0,3
Yeshwanthpur,13.0285,77.54,14188,54.60366260257667,4
Indiranagar,12.9719,77.6412,55689,100.0,0
Indiranagar,12.9719,77.6412,12844,43.20643244934624,0
Whitefield,12.9698,77.75,18011,60.14465271811174,1
Koramangala,12.9352,77.6245,28283,86.48958362853361,2
Electronic City,12.8452,77.66,21400,65.59535077650217,5
Jayanagar,12.925,77.5938,41272,100.0,2
Jayanagar,12.925,77.5938,40404,100.0,2
Indiranagar,12.9719,77.6412,26938,88.4331127463417,0
Whitefield,12.9698,77.75,23757,75.5245408741265,1
Koramangala,12.9352,77.6245,32476,100.0,2
Koramangala,12.9352,77.6245,16062,54.60724511191045,2
Electronic City,12.8452,77.66,11680,37.51608515243891,5
Jayanagar,12.925,77.5938,18665,62.870847988646766,2
Jayanagar,12.925,77.5938,27424,83.35553043137668,2
Hebbal,13.0358,77.597,36614,100.0,3
Yeshwanthpur,13.0285,77.54,27259,91.53111901274154,4
Indiranagar,12.9719,77.6412,33834,100.0,0
Indiranagar,12.9719,77.6412,12544,33.52780378829695,0
Koramangala,12.9352,77.6245,16414,60.912792364507546,2
Jayanagar,12.925,77.5938,8400,33.20650150054427,2
Jayanagar,12.925,77.5938,9348,39.54938208566649,2
Indiranagar,12.9719,77.6412,48809,100.0,0
Indiranagar,12.9719,77.6412,46600,100.0,0
Whitefield,12.9698,77.75,27041,82.33930543337566,1
Koramangala,12.9352,77.6245,62918,100.0,2
Koramangala,12.9352,77.6245,58659,100.0,2
Jayanagar,12.925,77.5938,18348,62.76311819921549,2
Hebbal,13.0358,77.597,26997,95.90730609538636,3
Yeshwanthpur,13.0285,77.54,14878,47.95789643844469,4
Yeshwanthpur,13.0285,77.54,6406,19.237957698849534,4
Indiranagar,12.9719,77.6412,11311,46.346655632183314,0
Indiranagar,12.9719,77.6412,31879,100.0,0
Whitefield,12.9698,77.75,29734,100.0,1
Whitefield,12.9698,77.75,25265,85.45670340836489,1
Koramangala,12.9352,77.6245,31708,100.0,2
Koramangala,12.9352,77.6245,26415,89.25873685696024,2
Jayanagar,12.925,77.5938,9430,28.23597755020236,2
Indiranagar,12.9719,77.6412,21711,76.40383502840683,0
Indiranagar,12.9719,77.6412,48677,100.0,0
Whitefield,12.9698,77.75,17047,66.61824683149177,1
Whitefield,12.9698,77.75,20294,74.29357720733927,1
Koramangala,12.9352,77.6245,49729,100.0,2
Koramangala,12.9352,77.6245,46462,100.0,2
Jayanagar,12.925,77.5938,8608,28.452727049565105,2
Jayanagar,12.925,77.5938,24432,86.03196916470532,2
Hebbal,13.0358,77.597,17540,50.96485231192331,3
Yeshwanthpur,13.0285,77.54,7758,23.574953918808003,4
Yeshwanthpur,13.0285,77.54,11603,34.665768791892745,4
Indiranagar,12.9719,77.6412,38811,100.0,0
Indiranagar,12.9719,77.6412,26937,96.38156385794096,0
Whitefield,12.9698,77.75,26956,98.78751446771972,1
Koramangala,12.9352,77.6245,44704,100.0,2
Jayanagar,12.925,77.5938,16034,57.0958862395652,2
Indiranagar,12.9719,77.6412,52326,100.0,0
Indiranagar,12.9719,77.6412,45816,100.0,0
Whitefield,12.9698,77.75,16281,45.19923324555091,1
Koramangala,12.9352,77.6245,56434,100.0,2
Jayanagar,12.925,77.5938,34460,100.0,2
Jayanagar,12.925,77.5938,23305,86.63193329694985,2
Hebbal,13.0358,77.597,45581,100.0,3
Yeshwanthpur,13.0285,77.54,13840,45.3478404454185,4
Indiranagar,12.9719,77.6412,13491,44.73698818161384,0
Indiranagar,12.9719,77.6412,51364,100.0,0
Whitefield,12.9698,77.75,28321,85.88184486449501,1
Koramangala,12.9352,77.6245,53981,100.0,2
Koramangala,12.9352,77.6245,32393,100.0,2
Electronic City,12.8452,77.66,8819,22.862516395856566,5
Jayanagar,12.925,77.5938,17832,55.33408830077252,2
Hebbal,13.0358,77.597,19394,67.49083300356355,3
Indiranagar,12.9719,77.6412,24306,71.07263288042971,0
Indiranagar,12.9719,77.6412,40361,100.0,0
Koramangala,12.9352,77.6245,42479,100.0,2
Koramangala,12.9352,77.6245,30847,100.0,2
Jayanagar,12.925,77.5938,24540,86.84659238774508,2
Hebbal,13.0358,77.597,30240,100.0,3
Indiranagar,12.9719,77.6412,24020,84.82980622637241,0
Indiranagar,12.9719,77.6412,22227,81.67186580716779,0
Whitefield,12.9698,77.75,31787,100.0,1
Koramangala,12.9352,77.6245,33554,100.0,2
Electronic City,12.8452,77.66,11837,47.34919044635414,5
Jayanagar,12.925,77.5938,17322,61.50251207168174,2
Jayanagar,12.925,77.5938,25746,85.82729152887573,2
Hebbal,13.0358,77.597,31802,100.0,3
Yeshwanthpur,13.0285,77.54,25386,93.49797619896329,4
Indiranagar,12.9719,77.6412,34916,100.0,0
Indiranagar,12.9719,77.6412,25786,83.20325290781682,0
Whitefield,12.9698,77.75,7581,31.27773393119678,1
Koramangala,12.9352,77.6245,43779,100.0,2
Koramangala,12.9352,77.6245,46793,100.0,2
Electronic City,12.8452,77.66,11166,33.869650748518815,5
Electronic City,12.8452,77.66,24425,88.89865448195096,5
Jayanagar,12.925,77.5938,20536,78.33741757178029,2
Indiranagar,12.9719,77.6412,43862,100.0,0
Indiranagar,12.9719,77.6412,19532,57.81733514723212,0
Whitefield,12.9698,77.75,14541,46.15700668688299,1
Koramangala,12.9352,77.6245,45391,100.0,2
Koramangala,12.9352,77.6245,46627,100.0,2
Jayanagar,12.925,77.5938,34349,100.0,2
Hebbal,13.0358,77.597,17965,53.4830596134464,3
Indiranagar,12.9719,77.6412,33805,100.0,0
Indiranagar,12.9719,77.6412,21325,80.43469897297211,0
Whitefield,12.9698,77.75,20344,62.19636078221304,1
Whitefield,12.9698,77.75,11895,30.750484711426665,1
Koramangala,12.9352,77.6245,46783,100.0,2
Electronic City,12.8452,77.66,19305,62.4504299165526,5
Jayanagar,12.925,77.5938,26640,79.82235455455435,2
Yeshwanthpur,13.0285,77.54,21492,65.70681307433466,4
Indiranagar,12.9719,77.6412,39708,100.0,0
Indiranagar,12.9719,77.6412,37649,100.0,0
Whitefield,12.9698,77.75,16736,57.51010786932261,1
Whitefield,12.9698,77.75,32220,100.0,1
Koramangala,12.9352,77.6245,44869,100.0,2
Koramangala,12.9352,77.6245,71610,100.0,2
Jayanagar,12.925,77.5938,32100,100.0,2
Jayanagar,12.925,77.5938,31202,94.3314465056533,2
Hebbal,13.0358,77.597,21168,71.44779823747707,3
Yeshwanthpur,13.0285,77.54,5758,24.90115683367688,4
Indiranagar,12.9719,77.6412,24211,85.48047203099155,0
Whitefield,12.9698,77.75,10394,43.50550903113943,1
Koramangala,12.9352,77.6245,25143,83.53344612257342,2
Koramangala,12.9352,77.6245,30810,100.0,2
Electronic City,12.8452,77.66,18365,55.62512882856651,5
Jayanagar,12.925,77.5938,34303,100.0,2
Jayanagar,12.925,77.5938,9133,33.699466464531994,2
Indiranagar,12.9719,77.6412,23527,69.05664559258605,0
Indiranagar,12.9719,77.6412,37300,100.0,0
Koramangala,12.9352,77.6245,15525,59.55488624896826,2
Koramangala,12.9352,77.6245,43145,100.0,2
Jayanagar,12.925,77.5938,19533,55.16933919199268,2
Hebbal,13.0358,77.597,39532,100.0,3
Indiranagar,12.9719,77.6412,34845,100.0,0
Indiranagar,12.9719,77.6412,34258,100.0,0
Whitefield,12.9698,77.75,6294,19.432012358938493,1
Whitefield,12.9698,77.75,19247,73.22012300715164,1
Koramangala,12.9352,77.6245,29158,92.96948043462088,2
Hebbal,13.0358,77.597,32184,100.0,3
Yeshwanthpur,13.0285,77.54,6797,13.869859423220223,4
Indiranagar,12.9719,77.6412,35901,100.0,0
Indiranagar,12.9719,77.6412,36467,100.0,0
Whitefield,12.9698,77.75,16906,64.95445722510351,1
Koramangala,12.9352,77.6245,61179,100.0,2
Koramangala,12.9352,77.6245,30501,100.0,2
